video_id,title,channel_id,channel_title,views,likes,comments,age_days,views_per_day,likes_per_day,comments_per_day,views_vs_channel_avg,likes_vs_channel_avg,comments_vs_channel_avg,engagement_rate,thumbnail_effectiveness
vKsaO5IetS0,How to learn programming faster!,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,365697,17611,575,1293,282.8283062645012,13.620262954369682,0.44470224284609433,0.28649507374277833,0.3216949974258663,0.33458432918736075,0.049729694255080024,0.32192365158624753
wGD_wmBZaE8,How I Found My Perfect Career (advice for indecisive people and career changers),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,354431,22124,641,1038,341.45568400770713,21.314065510597302,0.617533718689788,0.3458825343959474,0.5034137940315306,0.4646189857196348,0.06422970902658064,0.443665874727557
dq_WCdTlPtU,8 tiny habits that help me avoid procrastination,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,334611,16290,368,1481,225.9358541525996,10.99932478055368,0.24848075624577987,0.2288650314090258,0.2597914422666324,0.1869515355091997,0.0497831810669703,0.24119845188721248
Rd6F5wHIysM,Google Firebase Studio In 23 Minutes,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,331653,9762,460,114,2909.2368421052633,85.63157894736842,4.035087719298246,2.946954053582891,2.0225197311780816,3.035912544836895,0.03082137052883586,2.7702452826191837
_Udb5NC6vTI,Building AI Agents In 44 Minutes,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,319864,10538,333,136,2351.9411764705883,77.48529411764706,2.448529411764706,2.382433249667244,1.8301138219744832,1.8422204607912116,0.0339863191856539,2.1803616402831314
1jZ1JnbqYQw,Internship that made me rethink my career...(technology summer analyst at Goldman Sachs),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,306472,7861,505,1691,181.23713778829097,4.648728562980485,0.29863985807214666,0.1835868122302708,0.10979763959856426,0.22469015659149463,0.027297762927771543,0.17430236065757204
zkXonmqIBFg,101 Ways To Use AI In Your Daily Life,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,308258,12232,456,67,4600.865671641791,182.56716417910448,6.8059701492537314,4.660514243736696,4.3120271324719575,5.120664429941633,0.041160326739289814,4.83931127003702
nuEhBT31KQw,Every Essential AI Skill in 25 Minutes (2025),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,296868,12339,346,84,3534.1428571428573,146.89285714285714,4.119047619047619,3.579961750814829,3.46944089543361,3.0990821536890905,0.04272942856757886,3.5980730047038523
yAwG8DoTmjI,"How to self study using MOOCS (Udemy, Coursera, and other online courses) | self study online",UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,292903,11466,274,1561,187.6380525304292,7.345291479820628,0.1755285073670724,0.19007071253463118,0.1734873644957824,0.13206384459589066,0.04008152869721375,0.18044825268370618
DoFZtsV25Zw,Why being a data scientist is awesome!,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,289987,10363,502,1439,201.51980542043086,7.201528839471855,0.3488533703961084,0.20413243736842737,0.1700918557327084,0.26246971495290483,0.03746719680537403,0.21329051390046577
8BlRT7Ktw1c,Big Tech AI Is A Lie,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,287492,13779,2272,491,585.5234215885947,28.06313645621181,4.627291242362525,0.5931145225940322,0.662819112985369,3.4814736403662194,0.05583111877895733,1.2582315404021405
biDmny1Zaz4,How To Stop Quitting Everything You Start,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,283435,17573,739,632,448.4731012658228,27.805379746835442,1.1693037974683544,0.4542873940582342,0.6567311949886956,0.8797588341095522,0.06460740557799849,0.6388866840684184
Td-cmLfQ7uU,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,273005,8981,308,1826,149.50985761226724,4.918400876232202,0.1686746987951807,0.1514481992542874,0.11616699049934891,0.12690718757359046,0.03402501785681581,0.14058152717617511
vx-x-yXXE9I,The data science resume that got me my FAANG (MANGA?) job (entry level data scientist),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,255544,6462,259,1776,143.88738738738738,3.6385135135135136,0.14583333333333334,0.14575283572095313,0.08593751818779607,0.10972183925633343,0.026300754468897725,0.1237739658412917
UvqN3bAv0pM,Why you keep quitting online courses (and then buy more),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,255087,10184,605,1190,214.35882352941175,8.55798319327731,0.5084033613445378,0.21713790873902417,0.20212975260134086,0.38251167010851406,0.04229537373523543,0.25610261951057045
ElUtkHy3-zk,Why You Can't Find A Job,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,254904,9527,1471,461,552.9370932754881,20.665943600867678,3.190889370932755,0.5601057242301973,0.488105897496741,2.4007560044038394,0.04314565483476132,0.9457532289237534
NBjbueu631I,The MOST Important Skills To Learn in 2024,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,245311,8964,505,562,436.4964412811388,15.95017793594306,0.8985765124555161,0.4421554609754992,0.37672491839808014,0.6760694925199598,0.03859998124829298,0.4874244271449497
13EPujO40iE,Google AI Studio In 26 Minutes,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,244351,7907,456,179,1365.0893854748604,44.1731843575419,2.547486033519553,1.3827872794010767,1.0433199766993326,1.9166732782463096,0.034225356147509114,1.4352196463632563
8tpha6FIa_k,I left Meta...and I'm lowkey freaking out 🥲,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,240991,12492,762,1183,203.71174978867288,10.559594251901943,0.6441251056635672,0.20635279950867325,0.24940551126393384,0.48462576894573733,0.054997904486059644,0.29004340719799815
ZI1b8YHR6M4,The habits that changed my life (and how I built them),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,218433,10762,259,1507,144.94558725945586,7.141340411413404,0.17186463171864633,0.146824754774555,0.16867027405883048,0.12930722396764974,0.05045483054300404,0.15743681730252962
FJuvH-LTZmw,The BEST Upcoming Jobs,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,213516,7374,278,595,358.8504201680672,12.39327731092437,0.4672268907563025,0.3635027870673259,0.29271500307978937,0.35153138608319645,0.035838063657992844,0.35205253219828075
KAVw910mIrI,The scoreboard I use to achieve my goals (science backed),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,211979,8081,219,1376,154.05450581395348,5.87281976744186,0.15915697674418605,0.15605176718874808,0.13870927061387392,0.11974625978639711,0.03915482193990914,0.149210076048329
9rGweuLdook,Tips to Learn Technical Things Faster,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,210426,11587,267,1216,173.04769736842104,9.528782894736842,0.21957236842105263,0.17529119865470272,0.22505892867586463,0.16520149106075765,0.05633334283786224,0.19880571272039607
FYCXI0-S3Ug,How I motivate myself to study with a full time job (1 year in and haven’t given up yet 🤯),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,209329,9152,369,1326,157.86500754147812,6.901960784313726,0.27828054298642535,0.15991167070350876,0.16301640167900758,0.20937224918209196,0.04548342561231363,0.17850082771936449
q6_9mdCkQhE,How I take notes - Tips for efficient note taking that speeds up learning,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,201314,9243,258,1531,131.49183540169824,6.037230568256041,0.16851730894839975,0.1331965798527682,0.14259246525717076,0.12678877086408818,0.04719492931440436,0.1410925350732207
PL5QnLrOjqk,72 Hours Of AI Workshops In 18 Minutes,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,193944,7261,275,73,2656.7671232876714,99.46575342465754,3.767123287671233,2.691211155476998,2.3492670735583348,2.8343019142536225,0.03885657715629254,2.718943307004479
MO2SINYNr98,Trick to boost your #dopamine levels and enhance #motivation. What are your thoughts on this?,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,240459,12728,204,557,431.70377019748656,22.850987432675044,0.36624775583482944,0.4373006546314279,0.5397141279841828,0.27555687355681374,0.05378047816883544,0.4591068008249016
jd9lEAqkp9Y,How to Take Notes for Technical Things,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,179162,7728,143,1206,148.55887230514097,6.407960199004975,0.11857379767827529,0.1504848847639809,0.15134867415042189,0.08921235544367123,0.04393230707404472,0.14457367964681578
_5jlPHUWvpQ,my simple weekly planning routine (that actually works),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,179063,8778,230,1401,127.81084939329051,6.265524625267666,0.16416845110635261,0.12946787118193714,0.14798450917943098,0.12351678447944539,0.05030631677119226,0.14056527268649155
qbt-MFVvQQY,NotebookLM In 30 Minutes,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,180732,8232,239,22,8215.09090909091,374.1818181818182,10.863636363636363,8.321596614175373,8.837745603008923,8.173564545121149,0.04687050439324525,8.842742309164132
bTYL-lFM22k,"5 Unique Portfolio AI Projects (beginner to intermediate) | Python, OpenAI, ChatGPT, Langchain",UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,176983,5302,128,684,258.7470760233918,7.751461988304094,0.1871345029239766,0.26210163899480315,0.18308064629355647,0.1407959441083777,0.03068091285603702,0.22070403500455846
rIJuSFsyv18,How to Become a Speed Learner (with ChatGPT),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,162984,8549,203,771,211.3929961089494,11.088197146562905,0.26329442282749677,0.2141336304305472,0.261890505673143,0.19809701717874983,0.05369852255436117,0.2373491435413111
pU85nOAVKms,How to FINALLY Self Study Consistently,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,158245,8358,204,709,223.19464033850494,11.788434414668547,0.28772919605077574,0.22608827874170503,0.27842930723045584,0.21648121096071263,0.054105974912319506,0.2528475292283214
_77TxNGR21A,Interview with a quant trader,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,144900,3668,237,1767,82.00339558573855,2.0758347481607244,0.13412563667232597,0.08306654017693403,0.049028837123283854,0.1009132220373554,0.026949620427881297,0.07848417866809625
w8opECLgYQU,"64 self-help books, summarized in 1 sentence each.",UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,142984,7654,227,968,147.71074380165288,7.9070247933884295,0.23450413223140495,0.1496257605788545,0.18675486142059342,0.1764358265255326,0.055118055167011695,0.17528307383402816
egBzpILuNhA,Why the best students are NOT the most successful,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,142449,7569,458,1165,122.27381974248927,6.496995708154507,0.3931330472103004,0.12385905592905819,0.1534515908108877,0.29578478408476194,0.05634999192693525,0.17653928323565587
t1eHNDB2LOM,Claude In 29 Minutes,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,141406,4441,162,170,831.8,26.123529411764707,0.9529411764705882,0.8425839884512074,0.6170078180594937,0.7169722874430661,0.03255165975984046,0.7741956669480481
DV0Ln7HRyJQ,Zero To Your First AI Agent In 26 Minutes (no code),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,134909,5433,186,16,8431.8125,339.5625,11.625,8.54112792272511,8.020076993328205,8.746398043576292,0.04165029760801726,8.776806522407126
SIsjD2bxuoc,The quant trader interview guide,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,131728,2664,98,1587,83.00441083805923,1.6786389413988658,0.06175173282923756,0.08408053323271769,0.03964752749204596,0.046460665393986175,0.020967448074820844,0.06455235961012935
UWQTIUSSVj4,How to be Successful as an Introvert,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,131304,6974,254,1133,115.89055604589585,6.155339805825243,0.22418358340688438,0.11739303550971282,0.1453820700543091,0.1686708692741416,0.05504782794126607,0.14353431158762803
0QFh1expGNs,Career advice for your 20s and 30s,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,131049,6077,268,1231,106.45735174654752,4.93663688058489,0.21770917952883834,0.10783753310237933,0.1165977040173588,0.1637996681203984,0.04841700432662592,0.12754832784385423
O90PZJUljOA,How I trick myself to be self-disciplined,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,128784,6754,229,1202,107.1414309484193,5.618968386023295,0.19051580698835274,0.10853048114557438,0.13271359198670038,0.14333996400114296,0.05422257423282395,0.12940298614992343
dLxz6zDGzUQ,Building 5 AI Apps In 30 Minutes (ChatGPT + Lovable Tutorial),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,128496,5452,222,41,3134.048780487805,132.97560975609755,5.414634146341464,3.1746805980572943,3.140731466162099,4.073853376709021,0.044157016560826795,3.492006067704629
tF2h9UaRx7w,apartment home office desk tour 🐈,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,121984,2972,201,1356,89.95870206489676,2.191740412979351,0.14823008849557523,0.09112498434928418,0.05176639605811405,0.11152510589392171,0.026011608079748165,0.08556673349134646
jLuwLJBQkIs,Context Engineering Clearly Explained,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,121807,5554,184,34,3582.5588235294117,163.35294117647058,5.411764705882353,3.6290054128281763,3.858209211329011,4.071694471898894,0.04710730910374609,3.9646669742374527
vaD3ZFFNwhM,How to learn SQL for data science interview (the minimize effort maximize outcome way),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,117343,6645,237,1849,63.46295294753921,3.5938345051379126,0.12817739318550567,0.06428572735444686,0.08488225122764036,0.0964378925581433,0.05864857724789719,0.08140490679918053
mtgt1ElOo0U,Why you can’t find your passion,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,117134,7173,306,1395,83.96702508960574,5.141935483870967,0.21935483870967742,0.085055627432535,0.1214466216834058,0.16503782642058631,0.06384994963033791,0.11911860385306762
5wMl5FM2swo,How to learn math for data science (the minimize effort maximize outcome way),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,112600,4414,226,1697,66.35238656452563,2.601060695344726,0.13317619328226282,0.067212621441205,0.061434071904242965,0.10019888140859542,0.04120781527531083,0.07504641578302146
tmXcKiVwJWg,Tech Layoffs: important lessons to recession proof yourself,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,107798,4906,298,1012,106.5197628458498,4.8478260869565215,0.29446640316205536,0.10790075333918353,0.11450009487990075,0.22155013957123001,0.04827547820924322,0.13901226511872578
nXRNr7hoPK8,How to Find Your Perfect Career (in the Age of AI & ChatGPT),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,102909,5228,206,846,121.6418439716312,6.17966903073286,0.24349881796690306,0.12321888681915903,0.14595669845687737,0.1832032331250633,0.05280393357237948,0.14953721714225054
fixfN8MNvoQ,How to Get Over Fear of Failure (and stop procrastinating),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,101380,5885,219,1052,96.36882129277566,5.594106463878327,0.20817490494296578,0.0976182084722392,0.1321263818860421,0.15662628656471714,0.060209114223712765,0.12698365876831028
YUQ18uSrwqE,Good coding habits to start developing NOW,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,101232,4636,174,1469,68.91218515997276,3.1558883594281824,0.11844792375765827,0.06980560690668185,0.07453846530450876,0.08911765063394891,0.04751461988304093,0.07865564492305234
pgHwk5HvHmI,"FAANG Data scientist reviews: Datacamp, Dataquest, 365 Data Science",UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,100322,2115,136,1600,62.70125,1.321875,0.085,0.06351414920158244,0.03122117217170836,0.0639521577379772,0.0224377504435717,0.055123563486663515
jMVOtD1kwJI,Watch this video before applying to Georgia Tech OMSCS,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,99951,1609,248,1628,61.39496314496314,0.9883292383292384,0.15233415233415235,0.06219092680632115,0.023343203640442962,0.11461291457593832,0.018579103760842812,0.06215472303875161
dFApiK0kpUA,How To Learn Anything Faster,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,94624,5618,222,1257,75.27764518695307,4.469371519490851,0.1766109785202864,0.07625359283822765,0.1055614318368633,0.1328782724304454,0.061717957389245855,0.10231869434982557
QqLEfZXPdU4,10 Principles To Learn Anything,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,94476,6022,214,361,261.70637119113576,16.681440443213297,0.592797783933518,0.26509930036224977,0.39399650053875096,0.4460082045275255,0.06600618146407554,0.36238905856084386
utPBI1qitJU,How To Start Freelancing (a step by step guide),UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,94107,3478,125,388,242.54381443298968,8.963917525773196,0.32216494845360827,0.2456883079335393,0.2117174561930281,0.24238992471944057,0.03828620612706812,0.24382840794358124
A9yKMdCT2vo,Why You (probably) Should Not Get A Master’s Degree In 2024,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,85649,2980,427,402,213.05721393034827,7.412935323383085,1.0621890547263682,0.21581942423868117,0.17508503453736693,0.7991680232401598,0.03977863139090941,0.3330086827489294
uJE_nOIetgE,What it’s like being a data scientist,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,85340,3545,177,1417,60.2258292166549,2.5017642907551165,0.12491178546224418,0.061006635476256725,0.059088804656035825,0.09398092008486832,0.043613780173423954,0.06994940662521275
invk7t5YgcU,"How I design effective study plans for ANY SUBJECT (and stick with them) | trading, coding etc.",UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,81578,4176,123,1523,53.56401838476691,2.741956664478004,0.08076165462902167,0.05425845665798354,0.06476187317940875,0.060763318541355645,0.05269803133197676,0.06180437933502233
